ambiguity,method,person_accuracy_mean,person_accuracy_se,group_exact_mean,group_exact_se,abs_bias_mean,abs_bias_se,group_person_mean,group_person_se
1.5,Greedy person-level,0.25147619047619046,0.003238595735200284,0.08619047619047619,0.002899704297722339,4.285627746382394,0.06408792515269773,0.28671428571428575,0.0032538788712140284
1.5,Hungarian person-level,0.2958571428571428,0.0038657976123033792,0.11723809523809524,0.0032944266407977274,4.0639043992724675,0.06187765751325377,0.33076190476190476,0.0038240455083560308
1.5,Set-aware group-first,0.5396190476190476,0.006088942898071344,0.5770476190476191,0.006115503423612348,2.5750363678521326,0.06824483057949617,0.5770476190476191,0.006115503423612348
